,movie,sentence
887,star wars,surface races past cockpit window big smile sweeps across luke face success run flak thunders sides surface of
888,star wars,death star death star superstructure races past luke maneuvers craft wall laserfire peels away surface towards heavens death
889,star wars,star thunder smoke big guns reverberate throughout massive structure many soldiers rush smoke chaos silhouetted almost continual flash
890,star wars,explosions biggs cockpit traveling biggs dives forest radar domes antennae gun towers shoots low across death star surface
891,star wars,dense barrage laserfire streaks sides death star imperial star pilots dash unison line small auxiliary hatches lead imperial
892,star wars,tie fighters massassi outpost war room princess leia surrounded generals aides paces nervously lighted computer table on sides
893,star wars,technicians work front many lighted glass walls dodonna watches quietly one corner one officers working screen speaks headset
894,star wars,control officer squad leaders picked new group signals enemy fighters coming way luke x wing cockpit traveling luke
895,star wars,looks around see spot approaching imperial fighters luke my scope negative see anything red leader x wing cockpit
896,star wars,traveling death star surface sweeps past red leader searches sky imperial fighters flak pounds ship red leader keep
897,star wars,visual scanning with jamming top scope pick surface of death star silhouetted rim lights death star horizon four
898,star wars,ferocious imperial tie ships dive rebel fighters two tie fighters peel drop frame pan remaining two tie ships
899,star wars,biggs cockpit traveling biggs panics discovers tie ship tail horizon background twists around peels hoping lose imperial fighter
900,star wars,red leader cockpit red leader biggs picked one watch biggs see where space around death star biggs zooms
901,star wars,surface space closely followed imperial tie fighter tie ship fires several laserbolts biggs misses biggs cockpit traveling biggs
902,star wars,see tie ship behind swings around trying avoid biggs tight shake shake space around death star biggs flying
903,star wars,high altitude peels dives toward death star surface unable lose tie fighter sticks close tail x wing fighter
904,star wars,cockpit traveling luke flying upside rotates ship around normal attitude comes dive luke hang biggs coming space around
905,star wars,death star biggs tailing tie ship dive surface followed fast gaining luke after biggs dives sight luke chases
906,star wars,imperial fighter surface around death star in foreground imperial fighter races across death star surface closely followed luke
907,star wars,background luke x wing fighter cockpit traveling there shot luke x wing tie ship exploding mass flames luke
908,star wars,got death star darth vader strides purposefully death star corridor flanked imperial stormtroopers vader several fighters broken main
909,star wars,group come massassi outpost war room concerned princess leia threepio dodonna officers rebellion stand around huge round readout
910,star wars,screen listening ship ship communication room loudspeaker biggs speaker pull luke pull wedge speaker watch back luke luke
911,star wars,x wing fighter cockpit wedge headset watch back fighter coming space luke ship soars away death star surface
912,star wars,spots tailing tie fighter tie fighter cockpit tie pilot takes aim luke x wing space imperial tie fighter
913,star wars,pilot scores hit luke ship fire breaks right side x wing luke x wing fighter cockpit luke looks
914,star wars,cockpit flames ship luke hit bad luke x wing fighter smoke pours behind artoo detoo luke voice artoo
915,star wars,see hang back green laserfire moves past beeping little robot head turns luke x wing cockpit luke nervously
916,star wars,works controls red leader headset red six massassi outpost war room in war room leia stands frozen listens
917,star wars,worries luke red leader speaker can see red five red ten speaker there heavy fire zone side red
918,star wars,five luke x wing cockpit luke spots tie fighter behind soars away death star surface luke shake surface
919,star wars,of death star luke ship soars closer surface death star imperial tie fighter closing hot pursuit wedge cockpit
920,star wars,death star whips wedge wedge luke luke x wing cockpit wedge headset hold surface of death star wedge
921,star wars,dives across horizon toward luke tie fighter wedge cockpit wedge moves x wing rapidly luke x wing cockpit
922,star wars,luke reacts frantically luke blast wedge tie fighter cockpit fighter pilot watches wedge x wing approach another x
923,star wars,wing joins unleash volley laserfire imperial fighter space tie fighter explodes filling screen white light luke ship seen
924,star wars,far distance luke x wing cockpit luke looks relief luke thanks wedge massassi outpost war room leia threepio
925,star wars,dodonna rebel officers listening rebel fighter radio transmissions war room intercom biggs speaker good shooting wedge gold leader
926,star wars,speaker red leader gold leader y wing cockpit gold leader peels starts toward long trenches death star surface
927,star wars,pole gold leader this gold leader starting attack run space around death star three y wing fighters gold
928,star wars,group dive stars toward death star surface massassi outpost war room leia others grouped around screen technicians move
929,star wars,attending duties red leader speaker copy gold leader move position space around death star three imperial tie ships
930,star wars,precise formation dive toward death star surface darth vader cockpit darth vader calmly adjusts control stick stars whip
931,star wars,past window head vader stay attack formation massassi outpost war room technicians seated computer readout table gold leader
932,star wars,speaker exhaust post gold leader y wing cockpit gold leader marked locked space around death star gold leader
933,star wars,approaches surface pulls skim surface huge station ship moves deep trench firing laserbolts surface streaks past laserfire returned
934,star wars,death star gold five y wing cockpit traveling gold five pilot early fifties battered helmet looks like many
935,star wars,battles looks around see enemy ships near his fighter buffeted imperial flak gold leader y wing cockpit gold
936,star wars,leader races enormous trench leads exhaust port laserbolts blast toward increasing numbers occasionally exploding near ship causing bounce
937,star wars,gold leader switch power front deflector screens surface of death star three y wing skim death star surface
938,star wars,deep trench laserbolts streak past sides death star surface gun emplacements an exterior surface gun blazes away oncoming
939,star wars,rebel fighters gold leader y wing cockpit gold leader how many guns think gold five massassi outpost war
940,star wars,room gold five speaker say twenty guns some surface towers leia threepio technicians view projected target screen red
941,star wars,blue target lights glow red target near center blinks massassi intercom voice speaker death star range five minutes
942,star wars,surface of death star three y wing fighters race toward camera zoom overhead hail laserfire gold leader y
943,star wars,wing cockpit gold leader pulls computer targeting device front eye laserbolts continue batter rebel craft gold leader switching
944,star wars,targeting computer gold two y wing cockpit gold two younger pilot luke age pulls targeting eye viewer adjusts
945,star wars,his ship shudders intense laser barrage gold two computer locked getting signal as fighters begin approach target area
946,star wars,suddenly laserfire stops an eerie clam clings trench surface whips past blur gold two guns stopped gold five
947,star wars,cockpit gold five looks behind gold five stabilize read deflectors watch enemy fighters gold leader y wing cockpit
948,star wars,gold leader coming three marks two ten space around death star three imperial tie ships darth vader center
949,star wars,flanked two wingmen dive precise formation almost vertically toward death star surface darth vader cockpit darth vader calmly
950,star wars,adjusts control stick stars zoom vader take cover wingman voice speaker yes sir space around death star three
951,star wars,tie fighters zoom across surface death star darth vader cockpit vader lines gold two targeting computer vader hands
952,star wars,grip control stick presses button gold leader y wing cockpit cockpit explodes around gold two his head falls
953,star wars,forward space around death star as gold two ship explodes debris flung space gold leader y wing cockpit
954,star wars,gold leader looks shoulder scene death star trench three tie fighters race along trench tight formation gold leader
955,star wars,y wing cockpit gold leader panics gold leader mike maneuver gold five y wing cockpit gold five old
956,star wars,veteran trys calm gold leader gold five stay target gold leader y wing cockpit death star races outside
957,star wars,cockpit window adjusts targeting device gold leader close gold five y wing cockpit older pilot remains calm gold
958,star wars,five stay target gold leader y wing cockpit now really panicked gold leader loosen darth vader cockpit vader
959,star wars,calmly adjusts targeting computer pushes fire button gold leader y wing cockpit gold leader ship hit vader laser
960,star wars,surface of death star gold leader explodes ball flames throwing debris directions gold five y wing cockpit gold
961,star wars,five moves exhaust port gold five gold five red leader luke x wing fighter cockpit luke looks shoulder
962,star wars,action outside cockpit gold five headset lost tiree lost dutch red leader cockpit red leader copy gold five
963,star wars,gold five y wing cockpit gold five came behind surface of death star one engines explodes gold five
964,star wars,y wing fighter blazing control dives past horizon toward death star surface passing tie fighter descent gold five
965,star wars,veteran countless campaigns spins toward death luke x wing fighter cockpit luke looks nervously explosive battle death star
966,star wars,control room grant moff tarkin chief officer stand death star control room officer analyzed attack sir danger should
967,star wars,ship standing tarkin evacuate in moment triumph think overestimate chances tarkin turns computer readout screen flames move around
968,star wars,green disk center screen numbers read across bottom voice speaker rebel base three minutes closing read leader cockpit
969,star wars,red leader looks wingmen red leader red group red leader massassi outpost war room dodonna moves intercom fiddles
970,star wars,computer keys red leader speaker rendezvous mark six point one wedge speaker this red two flying toward biggs
971,star wars,speaker red three standing red leader cockpit dodonna headset red leader base one keep half group range next
972,star wars,run luke x wing fighter cockpit red leader voice headset copy base one luke take red two three
973,star wars,hold wait signal start run luke nods head space around death star x wing fighters luke biggs wedge
974,star wars,fly formation high death star surface luke x wing fighter cockpit luke peers cockpit surface of death star
975,star wars,two x wings move across surface death star red leader x wing drops surface leading exhaust port red
976,star wars,leader cockpit red leader looks around watch tie fighters begins perspire red leader this space red leader roams
977,star wars,trench death star lasers streak across black heavens death star surface gun emplacements huge remote control laser cannon
978,star wars,fires approaching rebel fighters death star trench rebel fighters evade imperial laser blasts red ten cockpit red ten
979,star wars,looks around imperial fighters red ten able see death star trench from cockpits rebel pilots surface death star
980,star wars,streaks imperial laserfire shooting toward red leader cockpit red leader keep eyes open fighters red ten cockpit red
981,star wars,ten there much interference space death star trench three x wing fighters move formation death star trench red
982,star wars,ten voice red five see luke x wing fighter cockpit luke looks death star surface luke no sign
983,star wars,wait red ten cockpit red ten looks sees imperial fighters luke headset coming point three five red ten
984,star wars,see surface of death star three tie fighters vader flanked two wingmen dive tight formation sun reflects dominate
985,star wars,solar fins loop toward death star surface red leader cockpit red leader pulls targeting device front eyes makes
986,star wars,several adjustments red leader range surface of death star red leader x wing moves death star trench red
987,star wars,leader cockpit red leader target coming red leader looks computer target readout screen looks targeting device red leader
988,star wars,just hold seconds darth vader cockpit vader adjusts control lever dives x wing fighters vader close formation death
989,star wars,star trench three tie fighters move formation across death star surface red leader cockpit red leader lines target
990,star wars,targeting device cross hairs surface of death star vader wingmen zoom trench darth vader cockpit vader rapidly approaches
991,star wars,two x wings red ten red twelve vader laser cannon flashes view front porthole x wings show center
992,star wars,vader computer screen space red twelve x wing fighter hit vader laserfire explodes flames trench red ten cockpit
993,star wars,red ten works controls furiously trying avoid vader fighter behind red ten better let loose red leader cockpit
994,star wars,red leader concentrating targeting device red leader almost red ten cockpit red ten panics red ten hold surface
995,star wars,of death star vader wingmen whip trench pursuit rebel fighters darth vader cockpit vader cooly pushes fire button
996,star wars,control stick red ten cockpit darth vader well aimed laserfire proves unavoidable strikes red ten ship red ten
997,star wars,screams anguish pain space around death star red ten ship explodes bursts flames red leader cockpit grimly red
998,star wars,leader takes careful aim watches computer targeting device shows target lined cross hairs fires red leader cockpit red
999,star wars,leader away death star an armed imperial stormtrooper knocked floor attack explosion other troopers scurrying corridors knocked wall
1000,star wars,lose balance massassi outpost war room leia others stare computer screen red nine voice speaker hit red leader
1001,star wars,speaker negative red leader cockpit red leader looks back receding death star tiny explosions visible distance red leader
1002,star wars,negative go impacted surface space around death star tie fighter darth vader peels pursuit red leader x wing
1003,star wars,passes death star horizon darth vader cockpit vader swings ship around next kill red leader cockpit luke headset
1004,star wars,red leader right turn point luke x wing fighter cockpit luke tries spot red leader looks death star
1005,star wars,surface luke oh five cover red leader headset stay red leader cockpit wary red leader looks nervously red
1006,star wars,leader lost starboard engine luke x wing fighter cockpit luke looks excitedly toward red leader x wing red
1007,star wars,leader headset get set make attack run darth vader cockpit vader gloved hands make contact control sticks presses
1008,star wars,firing buttons red leader cockpit red leader fights gain control ship space around death star laserbolts flung vader
1009,star wars,tie fighter connecting red leader rebel x wing fighter red leader buys creating tremendous explosion far screams destroyed
1010,star wars,luke x wing fighter cockpit luke looks window x wing explosion far for first time feels helplessness situation
1011,star wars,death star grand moff tarkin casts sinister eye computer screen death star intercom voice rebel base one minute
1012,star wars,closing massassi outpost war room dodonna princess leia threepio beside listen intently talk pilots room grim red leader
1013,star wars,death princess leia nervously paces room luke speaker biggs wedge let close going going full throttle wedge cockpit
1014,star wars,horizon twists wedge begins pull wedge right boss space around death star two x wings peel background stars
1015,star wars,dive toward death star biggs cockpit biggs luke speed able pull time luke x wing fighter cockpit luke
1016,star wars,like beggar canyon back home space around death star three x wings move unleashing barrage laserfire laserbolts returned
1017,star wars,death star biggs cockpit luke lifelong friend struggles controls biggs stay back far enough cover luke cockpit flak
1018,star wars,laserbolts flash outside luke cockpit window wedge headset my scope shows tower see exhaust port are sure computer
1019,star wars,hit death star gun emplacements death star laser cannon slowly rotates shoots laserbolts luke x wing fighter cockpit
1020,star wars,luke looks around imperial tie fighters thinks moment moves targeting device position luke watch increase speed full throttle
1021,star wars,wedge cockpit wedge looks excitedly sign tie fighters wedge what tower luke x wing fighter cockpit luke worry
1022,star wars,fighters worry tower death star surface luke x wing streaks trench firing lasers luke x wing fighter cockpit
1023,star wars,luke breaks nervous sweat laserfire returned knicking one wings close engine luke artoo artoo stabilizer broken loose see
1024,star wars,lock luke x wing fighter artoo works repair damages canyon wall rushes background making delicate task seem even
1025,star wars,precarious death star two laser cannons firing rebel fighters wedge cockpit wedge looks sees tie ships luke x
1026,star wars,wing fighter cockpit luke targeting device marks distance target space around death star vader wingmen zoom closer darth
1027,star wars,vader cockpit vader adjusts controls fires laserbolts two x wings flying trench scores direct hit wedge massassi outpost
1028,star wars,war room leia others grouped around computer board wedge speaker hit stay luke speaker get clear wedge luke
1029,star wars,x wing fighter cockpit luke good back wedge cockpit wedge sorry space around death star wedge pulls crippled
1030,star wars,x wing back away battle darth vader cockpit vader watches escape issues command wingmen vader let go stay
1031,star wars,leader space around death star luke x wing speeds trench three tie fighters still perfect unbroken formation tail
1032,star wars,close behind biggs cockpit biggs looks around tie fighters worried biggs hurry luke coming much faster time hold
1033,star wars,space around death star three tie fighters move ever closer closing luke biggs luke x wing fighter cockpit
1034,star wars,luke looks back anxiously little artoo luke artoo try increase power luke x wing fighter ignoring bumpy ride
1035,star wars,flak lasers beeping artoo detoo struggles increase power dome turning side side space around death star stealthily tie
1036,star wars,formation creeps closer darth vader cockpit vader adjusts control stick biggs cockpit biggs looks around tie fighters luke
1037,star wars,x wing fighter luke looks targeting device moves away moment ponders use looks back computer targeter biggs headset
1038,star wars,hurry luke space around death star vader wingmen race death star trench biggs moves cover luke vader gains
1039,star wars,biggs cockpit biggs sees tie fighter aiming biggs wait darth vader cockpit vader squeezes fire button controls biggs
1040,star wars,cockpit biggs cockpit explodes around lighting red surface of death star biggs ship bursts million flaming bits scatters
1041,star wars,across surface massassi outpost war room leia others stare computer board luke x wing cockpit luke stunned biggs
1042,star wars,death his eyes watering anger also growing death star control room grand moff tarkin watches projected target screen
1043,star wars,satisfaction death star intercom voice rebel base thirty seconds closing darth vader cockpit vader takes aim luke talks
1044,star wars,wingmen vader leader surface of death star luke ship luke ship streaks trench death star massassi outpost war
1045,star wars,room princess leia returns general worried doubtful glances solid grim determination threepio seems nervous threepio hang artoo luke
1046,star wars,x wing cockpit luke concentrates targeting device surface of death star three tie fighters charge away trench toward
1047,star wars,luke darth vader cockpit vader finger curls around control stick luke x wing cockpit luke adjusts lens targeting
1048,star wars,device surface of death star luke ship charges trench luke x wing cockpit luke lines yellow cross hair
1049,star wars,lines targeting device screen looks targeting device starts voice hears ben voice use force luke surface of death
1050,star wars,star death star trench zooms luke x wing cockpit luke looks starts look back targeting device second thoughts
1051,star wars,ben voice let go luke grim determination sweeps across luke face closes eyes starts mumble ben training surface
1052,star wars,of death star luke fighter streaks trench darth vader cockpit vader force strong one surface of death star
1053,star wars,vader follows luke x wing trench luke x wing cockpit luke looks targeting device away hears ben voice
1054,star wars,ben voice luke trust luke hand reaches control panel presses button targeting device moves away massassi outpost war
1055,star wars,room leia others stand watching projected screen base voice speaker his computer luke switched targeting computer what wrong
1056,star wars,luke speaker nothing right surface of death star luke ship streaks ever close exhaust port luke x wing
1057,star wars,cockpit luke looks death star surface streaking luke x wing fighter artoo detoo turns head side side beeping
1058,star wars,anticipation surface of death star three tie fighters manned vader two wingmen follow luke x wing trench darth
1059,star wars,vader cockpit vader maneuvers controls looks doomed target presses fire buttons control sticks laserfire shoots toward luke x
1060,star wars,wing fighter luke x wing fighter large burst vader laserfire engulfs artoo arms go limp smoking little droid
1061,star wars,makes high pitched sound luke x wing fighter cockpit luke looks frantically back shoulder artoo luke x wing
1062,star wars,fighter smoke billows around little artoo sparks begin fly luke lost artoo artoo beeping sounds die massassi outpost
1063,star wars,war room leia others stare intently projected screen threepio watches princess lights representing death star targets glow brightly
1064,star wars,massassi intercom voice death star cleared planet death star cleared planet death star control room tarkin glares projected
1065,star wars,target screen death star intercom voice rebel base range tarkin may fire ready death star intercom voice commence
1066,star wars,primary ignition an officer reaches pushes buttons control panel green lighted buttons turn red surface of death star
1067,star wars,three tie fighters zoom death star trench pursuit luke never breaking formation luke cockpit luke looks anxiously exhaust
1068,star wars,port darth vader cockpit vader adjusts control sticks checking projected targeting screen surface of death star luke ship
1069,star wars,barrels trench darth vader cockpit vader targeting computer swings around position vader takes careful aim luke x wing
1070,star wars,fighter vader pushes fire buttons surface of death star three tie fighters move luke as vader center fighter
1071,star wars,unleashes volley laserfire one tie ships side hit explodes flame two remaining ships continue move luke x wing
1072,star wars,fighter cockpit luke looks wondering whose laserfire destroyed vader wingman darth vader cockpit vader taken surprise looks cockpit
1073,star wars,vader what darth vader wingman cockpit vader wingman searches around trying locate unknown attacker millennium falcon cockpit han
1074,star wars,chewbacca grin ear ear han yelling yahoo space around death star millennium falcon heads right two tie fighters
1075,star wars,collision course wingman cockpit wingman spots pirateship coming warns dark lord wingman look death star trench vader wingman
1076,star wars,panics sight oncoming pirate starship veers radically one side colliding vader tie fighter process vader wingman crashes side
1077,star wars,wall trench explodes vader damaged ship spins trench damaged wing space around death star vader ship spins control
1078,star wars,bent solar fin heading deep space darth vader cockpit vader turns round round circles ship spins space surface
1079,star wars,of death star solo ship moves toward death star trench millennium falcon cockpit solo smiling speaks luke headset
1080,star wars,mike han mike clear kid massassi outpost war room leia others listen solo transmission han speaker now let
1081,star wars,blow thing go home luke x wing fighter cockpit luke looks smiles concentrates exhaust port fires laser torpedoes
1082,star wars,surface of death star luke torpedoes shoot toward port seems simply disappear surface explode but shots find mark
1083,star wars,gone exhaust port heading main reactor luke x wing fighter cockpit luke throws head back relief death star
1084,star wars,an imperial soldier runs control panel board pulls attack lever board behind lights intercom voice stand fire rebel
1085,star wars,base space around death star two x wings y wing pirateship race toward yavin distance death star several
1086,star wars,imperial soldiers flanking pensive grand moff tarkin busily push control levers buttons intercom voice standing rumble distant explosion
1087,star wars,begins space around death star rebel ships race sight leaving moon like death star alone blanket stars several
1088,star wars,small flashes appear surface death star bursts supernova creating spectacular heavenly display millennium falcon cockpit han great shot
1089,star wars,kid that one million luke x wing fighter cockpit luke ease eyes closed ben voice remember force always
1090,star wars,ship rocks back forth darth vader tie fighter vader ship spins space space rebel ships race toward fourth
1091,star wars,moon yavin massassi outpost main hangar luke climbs starship fighter cheered throng ground crew pilots luke climbs ladder
1092,star wars,welcome laughter cheers shouting princess leia rushes toward leia luke luke luke throws arms around luke hugs dance
1093,star wars,around circle solo runs toward luke embrace one another slapping back han laughing hey hey luke laughing knew
1094,star wars,come back knew han well gon na let get credit take reward luke han look one another solo
1095,star wars,playfully shoves luke face leia moves leia laughing hey knew money luke looks toward ship luke oh fried
1096,star wars,little artoo detoo lifted back fighter carried worried eyes threepio threepio oh artoo can hear say something mechanic
1097,star wars,repair technician get work right away threepio must repair sir circuits gears help gladly donate luke right massassi
1098,star wars,outpost main throne room luke han chewbacca enter huge ruins main temple hundreds troops lined neat rows banners
1099,star wars,flying far end stands vision white beautiful young senator leia luke others solemnly march long aisle kneel senator
1100,star wars,leia from one side temple marches shined fully repaired artoo detoo waddles group stands next equally pristine threepio
1101,star wars,rather awestruck whole event chewbacca confused dodonna several dignitaries sit left princess leia leia dressed long white dress
1102,star wars,staggeringly beautiful rises places gold medallion around han neck winks repeats ceremony luke moved event turn face assembled
1103,star wars,troops bow chewbacca growls artoo beeps happiness fade out end credits over stars end star wars new hope
1104,star wars,writers george lucas genres action adventure fantasy sci fi user comments back imsdb space vast sea stars severas
1105,star wars,backdrop main title following rollup whcih crawls infinity there unrest galactic senate several hundred solar systems leadership rebel
1106,star wars,leader count dooku decalred intentions secede republic this separatist movement made difficult limited number jedi kights maintain peace
1107,star wars,order galaxy senator amidala former queen naboo returning coruscant vote critical issue creating army assist overwhelmed jedi pan
1108,star wars,up reveal amber city planet coruscant yellow naboo fighter flies over camera toward planet followed large royal cruiser
1109,star wars,two fighters cityscape coruscant dawn ships skim across surface city landscape sun glints chrome hulls sleek naboo spacecraft
1110,star wars,navigate buildings capital planet coruscant landing platform dawn two naboo fighters land one leaf three leaf clover landing
1111,star wars,platform royal starship lands central lead third fighter lands remaining plaform small group of dignitaries waits welcome senator
1112,star wars,one members group os well dressed jar jar binks member galactic representative commission dorme senator amidala handmaiden one
1113,star wars,fighter pilots jumps wing ship removes helmet captain typho senator amidala security officer moves woman pilot captain typho
1114,star wars,made guess wrong danger ramp pwers two naboo guards appear senator amidala one handmaiden verse four troopers descend
1115,star wars,ramp amidala beautiful ten years earlier queen freeing people yoke trade federation dignitaries start move forward senator amidala
1116,star wars,reaches foot ramp suddenly blinding flash huge explosion dignitaries pilots hurled ground starship destroyed klaxons blare alarms sound
1117,star wars,captain typho two escort pilots get run senator amidala lies dying beyond artoo detoo drops naboo fighter rolls
1118,star wars,toward wreckage female escort pilot kneels senator amidala takes helmet revealing senator padme amidala padm cord gathers decoy
1119,star wars,double arms cord eyes open looks cord sorry lady sure cord dies padm hugs amidala no no no
1120,star wars,padm lowers cord ground gets looks around devastation there tears eyes amidala come back captain typho m lady
1121,star wars,still danger amidala says nothing captain typho this vote important duty cord now come respond m lady please
1122,star wars,turns walk away artoo lets small whimper rolls senate building day massive senate building glistens afternoon sun small
1123,star wars,patches fog still burn senate chamber day vast rotunda buzzing chatter mas amedda supreme chancellor majordomo tries quiet
1124,star wars,things palpatine confers aide uv gizen riding small one man floating scooter mas amedda order shall order motion
1125,star wars,republic commission army takes precedent vote time everything quiets aide disperses supreme chancellor palpatine steps podium palpatine my
1126,star wars,esteemed colleagues excuse received tragic disturbing news senator amidala naboo system has assassinated there shock silence vast arena
1127,star wars,palpatine continued this grievous blow especially personal before became chancellor served amidala queen great leader fought justice honourable
1128,star wars,assembly also home planet loved could elected queen life believed public service fervently believed democracy her death great
1129,star wars,loss us mourn relentless champion freedom dear friend there moment silence ask aak senator malastare moves pod centre
1130,star wars,arena senator ask aak how many senators die civil strife ends must confront rebels need army second pod
1131,star wars,moves centre area darsana ambassador of glee anselm ambassador darsana why jedi able stop assassination longer safe protection
1132,star wars,senator orn free taa swings forward pod orn free taa republic needs security before comes war palpatine must
1133,star wars,remind senator malastare negotiations continuing separatists peace objective war senators yell pro con mas amedda tries calm things
1134,star wars,senator padme amidala captain typho jar jar dorme manoeuvre pod centre vast arena amidala my noble colleagues concur
1135,star wars,supreme chancellor at costs want war senate goes quiet outburst cheering applause palpatine great surprise joy chair recognises
1136,star wars,senator naboo padm amidala padm less hour ago assassination attempt made life one bodyguards six others ruthlessly senselessly
1137,star wars,murdered target importantly believe security measure target led opposition build army someone body stop nothing assure passage many
1138,star wars,senators boo yell senator amidala padm continuing warn vote create army war follow experienced misery war first hand
1139,star wars,wish there sporadic yelling statements padm wake senators must wake if offer separatists violence show us violence return
1140,star wars,many lose lives all lose freedom this decision could well destroy foundation great republic pray let fear push
1141,star wars,disastrous decision vote security measure nothing less declaration war does anyone want believe there undercurrent booing groaning senator
1142,star wars,orn free taa moves pod next amidala orn free taa my motion defer vote must dealt first that
1143,star wars,rule law amidala looks angry frustrated palpatine gives sympathetic look palpatine due lateness hour seriousness motion take matters
1144,star wars,tomorrow until senate stands adjourned executive quarters building day giant towers republic executive building seem reach heavens traffic
1145,star wars,clogs smoggy sky chancellor office day chancellor palpatine sits behind desk two red clad royal guards either side
1146,star wars,door yoda plot koon ki ad mundi mace windu sit acress palpatine know much longer hold vote friends
1147,star wars,more star systems joining separatists mace windu if break away palpatine no let happen mace windu but must
1148,star wars,realise enough jedi protect republic keepers peace soldiers palpatine master yoda think really come war yoda closes eyes
1149,star wars,yoda worse war fear much worse palpatine what mace windu what sense master yoda impossible see dark side
1150,star wars,clouds everything but sure opens eyes do duty jedi muted buzzer sounds hologram aide dar wac appears chancellor
1151,star wars,desk dar wac loyalist committee arrived lord palpatine send stand senator amidala captain typho jar jar mas amedda
1152,star wars,dorme senators bail organa horox ryyder orn free taa enter office yoda mace windu move greet senator yoda
1153,star wars,taps amidala cane yoda with force strong young senator to see alive brings warm feeling heart padm thank
1154,star wars,master yoda do idea behind attack mace windu our intelligence points disgruntled spice miners moons naboo padm wish
1155,star wars,disagree think count dooku behind there stir surprise mace windu know m lady count dooku jedi assassinate anyone
1156,star wars,character ki adi mundi political idealist murderer yoda in dark times nothing appears fact remains senator grave danger
1157,star wars,palpatine gets walks window looks vast city palpatine count dooku always avoided kind conflict appears desire start war
1158,star wars,why would kill to end padm know everything tells behind after gazing window several moments palpatine turns mace
1159,star wars,palpatine master jedi may suggest senator placed protection graces bail organa do think wise use manpower stressful times
1160,star wars,padm chancellor may comment believe palpatine situation serious no senator padm chancellor please want guards palpatine realise well
1161,star wars,additional security might disruptive perhaps someone familiar old friend like master kenobi palpatine nods mace windu nods back
1162,star wars,mace windu that possible returned border dispute ansion palpatine must remember m lady watched blockade conflict padm this
1163,star wars,necessary chancellor palpatine do m lady please rest easier big scare today thought losing unbearable amidala sighs jedi
1164,star wars,get leave mace windu obi wan report immediately m lady yoda leans ear yoda too little worry senator
1165,star wars,much politics be mindful danger padm accept help as jedi leave office palpatine continues pace behind desk palpatine
1166,star wars,like republiv stood thousand years split two senate apartments twilight graceful skyscraper twinkles evening light coruscant senate building
1167,star wars,apartment corridor evening door apartment slides open jar jar walks corridor two jedi exiting elevator recognises obi wan
1168,star wars,becomes extremely excited jumping around shaking hand jar jar obi obi obi mesa sooo smilen see en yousa
1169,star wars,wahoooooo obi wan smiles obi wan good see jar jar jar jar oops wheresa mesa manners excuse master
1170,star wars,obi wan completely forgot moment learn diplodiaclect speak like native don really see point actually members senate seem
1171,star wars,prefer jar jar notices obi wan apprentice jar jar continuing take apprentice nooooooooo annie noooooooo little bitty annie
1172,star wars,looks anakin nooooooo yousa biggen yiyiyiyyi annie mesa believen anakin hi jar jar jar jar grabs hold anakin
1173,star wars,envelops big hug jar jar annie annie yiyiyiyiyiyiiii senate building apartment evening padme conference captain typho dorme jar
1174,star wars,jar enters room followed two jedi jar jar lookie lookie oops oh dear afraid forgotten padme typho rise
1175,star wars,obi wan anakin stop senator obi wan steps forward anakin stares padme glances obi wan great pleasure see
1176,star wars,m lady padm far long master kenobi glad paths crossed must warn think presence unnecessary obi wan sure
1177,star wars,jedi council reasons moves front anakin padm annie stares my goodness grown look long moment anakin trying smooth
1178,star wars,so grown beautiful mean much shorter senator mean obi wan looks disapprovingly apprentice padme laughs shakes head padm
1179,star wars,oh annie always little boy knew tatooine this embarrasses anakin looks obi wan captain typho smile obi wan
1180,star wars,our presence invisible m lady captain typho grateful master kenobi situation dangerous senator admit padm need security need
1181,star wars,answers want know trying kill obi wan frowning protect senator start investigation anakin find trying kill padm promise
1182,star wars,done bites lip frustration shame obi wan gives anakin dirty look obi wan going exceed mandate young padawan
1183,star wars,learner anakin meant interest protecting master course obi wan going exercise anakin pay attention lead anakin why obi
1184,star wars,wan what anakin why else think assigned find killer protection job local security jedi overkill master investigation implied
1185,star wars,mandate obi wan council instructed learn place young one padm perhaps merely presence mysteries surrounding threat revealed now
1186,star wars,excuse retire everyone gives amidala slight bow dorme leave room captain typho well know feel lot better officer
1187,star wars,every floor command centre downstairs jar jar mesa busten wit happiness seein yousa annie deesa bad times bombad
1188,star wars,times captain typho leaves anakin even recognise jar jar thought every day since parted forgotten completely jar jar
1189,star wars,shesa happy happier den mesa see en longo time obi wan anakin focusing negative be mindful thoughts glad
1190,star wars,see us now lets check security anakin yes master jedi temple evening vast jedi temple sits endless flat
1191,star wars,plain silhouetted traffic filled sky jedi temple corridor evening mace windu yoda walk long hallways silhouetted lit room
1192,star wars,end mace windu why see attack senator yoda masking future disturbance force mace windu propecy coming true dark
1193,star wars,side growing yoda and turned dark side sense possibilities future only going dark side see mace windu ten
1194,star wars,years sith still shown do think behind yoda out certainty mace windu do think obi wan apprentice able
1195,star wars,bring balance force yoda only chooses follow destiny there long silence walk away only footsteps heard senate building
1196,star wars,amidala apartment bedroom night padme asleep bed lit light city outside window coming blinds artoo stands corner bedroom
1197,star wars,his power senate building amidala apartment main r om night anakin standing living room meditative state quiet hear
